0;-2.81;4.58;-23.0;22.0;27.46040604215458;26.937030274326826;37;36
1;4.91;6.32;22.5;24.0;27.40222436226665;27.872882879243043;35;37
2;16.16;10.08;27.0;26.0;23.471565776487942;26.444538188442618;36;36
3;17.76;8.18;28.5;26.0;22.853498638064156;27.342413938787484;37;38
4;18.05;10.34;29.0;26.0;23.18463931140616;26.43982602060763;38;36
5;20.94;9.16;29.0;25.0;20.16373973250002;26.727409152403826;37;36
6;24.32;15.51;30.0;28.0;17.880089485234684;24.884732266994558;39;35
7;25.05;10.74;31.0;25.0;17.822668150420128;26.71614493148291;38;36
8;21.58;14.88;30.0;28.0;20.973402203743674;25.01970423486257;37;37
9;22.68;16.76;30.0;29.0;19.856424652993294;24.4434531112116;39;38
10;24.59;20.76;31.0;31.0;18.11027056672539;22.40496373574392;39;37
11;26.49;18.94;30.0;30.0;14.246048574955793;23.744818382122865;38;37
12;22.93;24.43;31.0;31.0;20.033599277214268;18.905160671097192;38;40
13;25.27;24.14;31.0;32.0;17.524756774346397;19.59439715837157;38;37
14;24.82;21.55;31.0;30.5;18.158403013481113;21.219978793580353;37;38
15;26.2;20.56;31.0;30.0;16.648123017325407;22.70212324871839;39;38
16;27.08;21.41;31.0;30.0;15.315142833156992;21.514690330097707;38;39
17;23.2;19.75;32.0;30.0;20.708935269588345;23.03535326405914;38;36
18;25.27;24.52;30.5;31.0;16.62218698005771;17.83843042422735;38;36
19;27.68;23.38;31.0;31.0;13.349816478139317;19.34827124060442;37;37
20;24.0;24.15;30.0;32.0;17.20348801842231;18.601814427630437;37;38
21;25.65;28.25;31.0;32.0;16.695134021624384;14.392619636466463;38;37
22;25.64;28.04;31.0;31.0;17.133312581050983;13.620513940376847;39;38
23;24.18;24.17;31.0;30.0;18.53827392180836;19.190130275743307;38;39
24;24.48;23.84;30.0;31.0;18.052966515229567;19.30218640465375;39;37
25;24.55;24.58;32.0;31.0;18.36048746629566;18.562963125535752;38;37
26;22.6;24.41;30.5;31.0;19.862527533020568;18.690690195923743;38;36
27;21.31;23.06;30.0;31.0;21.220600839750038;20.023396315310748;37;38
28;23.49;22.26;31.0;31.0;19.147582092786543;20.475653835714258;38;37
29;23.58;19.84;31.0;30.0;19.075209042104888;22.746744822061903;38;37
30;24.56;24.51;31.0;32.0;17.935618193973692;18.924848744441793;37;37
31;22.35;23.46;30.0;30.0;19.519413413317523;18.932205365461254;37;38
32;24.66;21.75;31.0;30.5;18.841560444931307;21.060092592389047;39;38
33;24.79;25.39;30.0;31.0;17.294100150051175;17.20691430791704;39;38
34;25.21;23.26;31.0;30.0;17.098710477693924;18.55134496471887;38;37
35;23.94;25.09;31.0;30.0;18.51044029730249;18.12241429832129;39;37
36;25.17;21.65;31.0;30.5;17.292804862138475;20.86546189280266;37;38
37;22.06;24.8;30.0;32.0;20.721399566631593;18.212632978237934;38;37
38;26.7;23.21;32.0;30.5;16.319620093617377;19.79055077555953;38;38
39;27.06;24.56;32.0;31.0;15.35891923281062;18.183684995071822;37;37
40;24.68;21.98;31.0;30.0;17.4819220911203;20.826415918251513;37;37
41;26.09;23.29;32.0;30.0;16.53063519650712;19.40272918947229;37;38
42;24.59;20.72;31.0;30.0;17.990050027723658;22.472240653748795;37;38
43;24.1;20.89;30.0;31.0;17.85581137893207;22.776257374731255;38;37
44;23.12;25.33;31.0;30.5;19.554682303734825;16.4085678838831;38;36
45;24.64;22.67;31.0;31.0;18.049110781420787;21.48443855445145;38;38
46;23.1;21.78;30.0;31.5;18.56798319689029;22.56660364343735;37;38
47;24.25;27.64;32.0;32.0;19.50403804344116;14.690486717600612;37;38
48;23.8;24.55;30.0;31.5;18.175257907386072;18.087219244538392;40;39
49;26.05;25.74;30.0;31.0;15.831219157095893;17.16369424104263;37;37
