0;1.27;3.55;21.0;23.0;27.814332636250686;27.707895986523408;35;35
1;3.04;3.29;22.5;22.5;27.33273495279973;28.308053624366334;36;36
2;4.34;2.42;22.5;21.0;28.17417966862567;27.75758635040158;38;37
3;12.93;9.29;27.0;25.5;25.459872348462394;26.126727694068386;36;35
4;16.96;10.77;28.0;25.0;23.98329418574521;25.215017350777295;38;37
5;22.31;13.5;30.0;28.0;20.73822316400323;25.817629635580413;37;37
6;20.35;21.49;30.0;31.0;21.462234273253102;21.52835107480366;38;38
7;23.34;24.17;31.5;31.0;20.176828293862247;19.117559990751957;38;37
8;25.76;25.85;31.0;30.5;16.413482263066545;15.626499928006911;38;39
9;24.32;26.53;31.5;32.0;19.50327152043985;16.36853994710585;39;39
10;23.4;22.25;31.5;31.0;19.555561868685853;21.005415968268757;38;37
11;24.83;23.05;31.0;31.0;18.658539599872224;20.077039124333048;38;37
12;21.63;26.12;30.0;31.0;21.208797702840204;16.14328343305661;38;39
13;27.56;26.02;32.0;31.0;14.21148831051836;16.017477953785356;38;37
14;28.22;27.77;32.0;31.0;12.784819122693914;13.876494514105497;37;40
15;23.93;24.97;32.0;31.0;20.2352440064359;18.219470354541045;39;38
16;27.42;27.45;32.0;32.5;16.197641803670063;15.084677656483086;39;37
17;29.12;27.8;33.0;32.0;12.673815526509767;14.431909090622762;39;37
18;25.91;22.41;31.0;32.0;16.71053260671245;21.256573101043358;37;37
19;26.97;25.96;32.0;32.0;15.42235714798487;17.513377743884817;38;37
20;28.21;27.56;33.0;32.0;15.247488317752534;15.076683985545364;37;38
21;25.84;26.21;32.0;32.0;17.734553842710564;17.890944636882647;39;39
22;26.72;27.49;32.0;32.0;16.48701307089917;15.87733919773713;37;38
23;28.57;28.49;32.5;32.0;14.345908824469783;12.69920863676158;38;37
24;25.15;27.52;32.0;32.0;19.14647487136993;15.345018735733104;39;38
25;28.18;24.45;32.0;32.0;13.998842809318203;19.605292652750684;38;38
26;29.02;26.1;33.0;32.0;14.118767651604724;17.667767261315166;38;37
27;27.65;28.26;32.0;32.0;15.47215240359272;14.604533542705155;38;37
28;27.92;27.16;33.0;31.0;14.677656488690557;14.736159608256147;39;39
29;29.03;27.77;32.5;31.5;13.499966666625514;14.312131217956324;38;38
30;28.86;26.5;33.0;31.0;14.202126601322774;16.192899678562824;38;39
31;27.45;25.42;33.0;33.0;15.657186848217659;19.381527287600427;37;37
32;29.28;27.42;32.0;32.0;12.145023672270055;15.10045032441086;38;37
33;30.19;27.46;33.0;32.0;12.194010824991095;14.565314963982068;38;37
34;26.24;26.3;33.0;31.0;17.648863986104033;15.383432646844462;38;37
35;28.39;24.27;33.0;32.0;14.435300481805012;19.022541891135372;38;38
36;27.45;28.0;32.0;33.0;15.76412065419445;14.796621235944373;37;39
37;25.88;25.87;33.0;33.0;18.67687340000997;18.798220660477416;38;38
38;28.16;28.19;32.5;33.0;14.87798373436401;14.242678821064526;37;38
39;28.91;28.4;33.0;32.0;14.490752223400964;13.315404612703288;37;36
40;27.97;26.36;33.0;31.0;14.162948139423516;16.007823087478197;38;37
41;26.95;28.52;32.0;32.0;16.65075073382579;13.388412900713814;38;37
42;26.43;26.55;33.0;32.0;17.917731441228824;16.155107551483525;38;37
43;26.14;28.1;32.0;32.0;17.304924154702327;14.396180048887969;38;38
44;25.31;28.71;32.5;32.0;18.70224318096629;13.228979552482498;38;38
45;26.09;27.01;33.0;32.0;17.971140753997783;17.195636074306762;38;37
46;29.56;25.4;32.0;32.0;11.965216253791656;18.956792977716457;38;38
47;26.36;23.05;33.0;32.0;18.774195055980428;20.829486311476813;40;38
48;26.97;26.52;33.0;32.0;16.665806311126985;16.910635706560527;37;38
49;30.81;27.27;33.0;31.0;9.9495678298105;14.132130058841094;39;38
