0;0.43;-1.67;10.5;-22.0;28.191933243394285;27.921695865401873
1;2.04;3.86;21.5;23.0;27.57459700521478;27.41788467405901
2;1.43;2.23;21.0;21.5;27.73634979589059;27.55643482020125
3;5.47;5.53;24.0;24.0;28.160772361567076;27.311702619939314
4;2.32;-0.84;23.0;-22.0;28.263007624808797;28.712269154492127
5;2.07;1.79;21.0;21.5;27.656917760300043;28.349001746093283
6;5.44;3.97;23.0;22.5;27.356651841919543;27.706120262497958
7;3.29;1.44;21.5;21.0;27.411054339444878;28.263517120132096
8;3.41;2.32;23.0;21.5;28.108039775124837;28.675383170936012
9;0.67;-1.34;21.5;-22.0;27.77698867768067;27.75832127488981
10;-0.57;3.46;-11.0;24.5;28.0667971097523;28.301031783311362
11;-3.28;7.78;-22.0;25.0;27.818727505045953;26.768481466082456
12;-1.63;4.18;-21.0;23.0;26.76253164407284;27.52685234457438
13;5.95;3.21;23.5;23.0;27.549001796798372;28.076785784701215
14;0.49;8.73;-10.0;24.0;27.920062679012737;25.940645712857652
15;1.78;-1.4;22.0;-21.5;27.54472000220732;28.126144421160895
16;-5.03;3.67;-24.0;22.5;27.15932804765243;27.319976207895937
17;1.46;5.66;21.0;24.0;27.596528767219976;27.290005496518315
18;4.51;6.96;23.5;24.5;27.58930771150302;27.268633995856852
19;-1.5;1.36;-21.0;21.0;27.789746310464945;28.28834388931243
20;2.94;2.06;23.0;21.5;28.0452562833717;27.814320052807332
21;3.62;3.07;23.0;23.0;27.916224673117963;27.879833213274427
22;3.31;1.77;24.0;21.0;28.410806042771828;27.59596166108367
23;1.19;-0.84;11.5;-21.0;27.098595904585164;27.5375089650462
24;1.07;2.17;21.5;21.5;27.884495692050805;27.724016664257004
25;3.33;-0.58;23.0;-10.5;28.710296062562644;27.43471523453451
26;1.91;2.77;22.0;21.5;28.448934953702576;27.775116561411583
27;1.94;6.82;22.0;24.0;28.10936498749127;27.517405400945783
28;2.02;2.74;21.0;23.0;27.873277525257055;28.981242209401582
29;7.38;4.85;24.0;23.5;27.203227749662354;28.028333878416674
30;1.45;4.88;22.5;24.0;27.71583482415783;28.078205070837416
31;1.6;2.68;22.0;21.5;27.835588730975317;27.761801094309426
32;1.75;-0.4;22.0;-21.0;27.928614358754;28.865896833460763
33;1.73;5.67;22.0;23.0;27.767194672850913;26.90318010942201
34;3.14;6.68;22.0;24.5;27.708489673744403;27.231922444072875
35;1.07;5.21;21.0;24.0;27.324807410117277;28.083908203809525
