0;1.84;2.31;21.0;22.0;27.406466390251772;28.397427700409764;35;36
1;-2.02;8.0;-21.5;24.5;27.577519830470617;27.031463149448644;34;37
2;-2.56;2.11;-22.0;21.0;27.125382946605566;28.726606134383506;35;37
3;-2.78;10.38;-24.0;26.0;28.245558942955967;27.268949374700888;35;36
4;8.15;11.58;25.0;26.5;27.27320113224702;26.364817465706075;37;37
5;9.35;13.78;27.0;28.0;27.77890386606354;25.660311767396752;36;37
6;15.15;12.21;27.0;26.0;25.01374622082826;26.13208564198426;38;36
7;20.37;12.77;31.0;28.0;22.82877789107424;26.562701293354937;39;36
8;19.23;18.09;29.0;29.0;22.63530649229208;24.08821080943954;37;38
9;20.75;21.9;29.0;30.0;20.701871896038774;20.574498778828126;37;38
10;18.0;24.73;28.0;32.0;23.409826996370562;19.045133236604045;36;38
11;21.77;18.81;29.0;29.0;19.53297468385192;22.90532470846026;38;37
12;21.47;21.15;30.5;31.5;20.94968018848975;22.38721733489895;37;37
13;17.42;23.9;29.0;31.0;23.962963088900338;18.91798086477518;37;38
14;17.41;23.21;28.0;31.0;24.250812357527323;19.82336752421243;37;38
15;21.69;25.56;29.5;32.0;20.870407279207562;18.693485496289878;38;38
16;19.08;21.95;29.5;32.0;22.710209157997646;21.98698478645947;38;37
17;26.19;19.86;31.5;31.0;16.572081945247554;22.9011004102423;37;37
18;28.69;21.33;32.0;32.0;14.611430457008648;22.750848335831346;38;37
19;24.68;14.68;31.0;28.0;18.610685102918698;24.81043328924346;38;37
20;26.29;16.62;32.0;29.0;16.90934357093734;24.464578475829093;37;37
21;23.14;22.62;31.0;31.0;20.11468120552747;20.59406710681501;38;38
22;23.65;20.03;30.0;30.0;18.949604217502806;22.56743450195436;38;39
23;27.19;21.8;32.0;30.0;14.671533662163611;20.69444369873227;38;37
24;25.4;25.34;32.0;31.0;17.35684303092011;16.71958133447127;36;38
25;23.71;24.54;31.0;32.0;19.969123666300433;18.834765727239617;37;38
26;23.61;19.58;31.0;30.5;20.620812302137857;23.162547355591094;38;39
27;26.92;22.4;32.0;31.0;15.30991835379928;20.220781389451794;38;37
28;26.38;14.13;32.0;28.0;16.047915752520638;26.01178771249681;37;39
29;26.06;18.81;32.0;31.0;17.290934040704684;24.043583343586707;38;38
30;22.0;27.0;31.0;33.0;21.713129668474785;17.168575945604807;38;38
31;24.55;20.84;30.5;31.0;18.199656590166747;22.42887424727331;37;38
32;24.05;26.23;31.0;31.0;19.17465775444245;17.006384095391944;38;39
33;15.65;26.7;29.0;32.0;25.3374722496148;16.369789247268887;39;37
34;23.87;25.74;31.0;31.0;18.56591231262283;17.500068571294225;37;38
35;16.22;22.11;31.0;32.0;25.74823489095903;20.936043083639277;38;38
36;23.24;22.51;31.0;31.0;19.622497292648557;20.98594529679328;37;38
37;23.29;27.06;30.0;32.0;19.077366170412517;15.304783565931276;38;37
38;21.85;22.36;31.0;30.5;20.739997589199472;21.432927938104957;37;38
39;23.23;21.85;30.0;32.0;19.522732902951883;21.65381028826105;37;37
40;23.72;22.9;31.0;32.0;18.60326853001913;21.411445537375563;37;38
41;19.6;23.51;31.0;32.0;23.379478180660918;20.14323459626085;37;38
42;24.67;23.61;30.0;31.0;17.532287357900564;19.782767753780057;38;38
43;22.07;21.16;30.0;31.0;21.372531436402195;21.3718132127342;37;37
44;18.55;22.01;28.0;30.5;22.811565049334074;20.886596180325792;37;38
45;20.32;18.21;29.0;30.0;20.99279876529092;23.97928063975231;37;38
46;21.78;24.32;30.0;31.0;20.35120635244997;19.14987206223582;37;37
47;24.05;20.15;31.0;30.0;19.07531126875784;21.243057689513535;39;38
48;23.84;20.61;31.0;31.0;18.393868543620727;21.84623308490505;37;38
49;22.06;19.44;29.5;29.5;20.437132871320284;22.401928488413667;38;38
50;23.74;23.02;31.0;32.0;19.66856375030978;21.440606334709845;37;38
51;-19.96;30.99;-27.0;37.0;18.310608946728124;14.11417372714393;30;37
52;-2.11;33.45;-12.0;37.0;26.99292314663234;11.977791950104994;32;37
53;12.7;30.4;29.0;37.0;26.480370088048236;18.006665432555803;33;37
54;20.18;32.8;29.5;37.0;21.721592943428437;14.641721210294914;35;37
55;21.73;33.11;32.0;37.0;21.695093915445494;14.090347760080302;35;37
56;26.47;32.7;35.0;37.0;19.27872143063435;13.60404351654316;36;37
57;3.19;30.67;23.5;37.0;31.791097810550674;16.37745706756699;36;37
58;0.62;32.43;-1.0;37.0;30.6518449689411;14.06858557211776;35;37
59;26.35;33.9;35.0;37.0;19.814830304597614;10.766150658429408;36;37
60;27.57;29.97;35.0;37.0;18.307514850465097;18.34418436453363;36;37
61;26.93;33.33;36.0;37.0;21.081392269012976;12.807853059744243;36;38
62;26.56;31.27;36.0;37.0;20.822737572182962;15.444646321622258;36;38
63;26.38;34.85;36.0;38.0;22.087453452129783;10.021352204168855;36;38
64;31.12;34.28;36.0;38.0;14.526720207947834;11.856711179749635;36;38
65;28.35;35.96;36.0;38.0;18.67478246191907;8.114086516669639;36;38
66;27.95;35.43;36.0;38.0;19.463491464791204;8.520862632386466;36;38
67;28.56;35.29;36.0;38.0;19.269312390430542;10.080967215500703;36;38
68;27.73;34.88;36.0;38.0;19.771117823734702;9.560627594462614;36;38
